f64_no_exceptions,f64_one_exception_per_vector,f64_all_nan,f64_nan_inf_negzero,f64_constant,f64_different_ef_per_vector,f64_with_nulls,f32_no_exceptions,f32_one_exception_per_vector,f32_all_nan,f32_nan_inf_negzero,f32_constant,f32_different_ef_per_vector,f32_with_nulls
7.65,7.65,NaN,6.5,42.0,0.65,,7.65,7.65,NaN,6.5,42.0,0.65,
7.66,7.66,NaN,6.6,42.0,0.66,0.66,7.66,7.66,NaN,6.6,42.0,0.66,0.66
7.67,7.67,NaN,6.7,42.0,0.67,0.67,7.67,7.67,NaN,6.7,42.0,0.67,0.67
7.68,7.68,NaN,6.8,42.0,0.68,,7.68,7.68,NaN,6.8,42.0,0.68,
7.69,7.69,NaN,6.9,42.0,0.69,0.69,7.69,7.69,NaN,6.9,42.0,0.69,0.69
7.7,7.7,NaN,7.0,42.0,0.7,0.7,7.7,7.7,NaN,7.0,42.0,0.7,0.7
7.71,7.71,NaN,7.1,42.0,0.71,,7.71,7.71,NaN,7.1,42.0,0.71,
7.72,7.72,NaN,7.2,42.0,0.72,0.72,7.72,7.72,NaN,7.2,42.0,0.72,0.72
7.73,7.73,NaN,7.3,42.0,0.73,0.73,7.73,7.73,NaN,7.3,42.0,0.73,0.73
7.74,7.74,NaN,7.4,42.0,0.74,,7.74,7.74,NaN,7.4,42.0,0.74,
7.75,7.75,NaN,7.5,42.0,0.75,0.75,7.75,7.75,NaN,7.5,42.0,0.75,0.75
7.76,7.76,NaN,7.6,42.0,0.76,0.76,7.76,7.76,NaN,7.6,42.0,0.76,0.76
7.77,7.77,NaN,7.7,42.0,0.77,,7.77,7.77,NaN,7.7,42.0,0.77,
7.78,7.78,NaN,7.8,42.0,0.78,0.78,7.78,7.78,NaN,7.8,42.0,0.78,0.78
7.79,7.79,NaN,7.9,42.0,0.79,0.79,7.79,7.79,NaN,7.9,42.0,0.79,0.79
7.8,7.8,NaN,8.0,42.0,0.8,,7.8,7.8,NaN,8.0,42.0,0.8,
7.81,7.81,NaN,8.1,42.0,0.81,0.81,7.81,7.81,NaN,8.1,42.0,0.81,0.81
7.82,7.82,NaN,8.2,42.0,0.82,0.82,7.82,7.82,NaN,8.2,42.0,0.82,0.82
7.83,7.83,NaN,8.3,42.0,0.83,,7.83,7.83,NaN,8.3,42.0,0.83,
7.84,7.84,NaN,8.4,42.0,0.84,0.84,7.84,7.84,NaN,8.4,42.0,0.84,0.84
7.85,7.85,NaN,8.5,42.0,0.85,0.85,7.85,7.85,NaN,8.5,42.0,0.85,0.85
7.86,7.86,NaN,8.6,42.0,0.86,,7.86,7.86,NaN,8.6,42.0,0.86,
7.87,7.87,NaN,8.7,42.0,0.87,0.87,7.87,7.87,NaN,8.7,42.0,0.87,0.87
7.88,7.88,NaN,8.8,42.0,0.88,0.88,7.88,7.88,NaN,8.8,42.0,0.88,0.88
7.89,7.89,NaN,8.9,42.0,0.89,,7.89,7.89,NaN,8.9,42.0,0.89,
7.9,7.9,NaN,9.0,42.0,0.9,0.9,7.9,7.9,NaN,9.0,42.0,0.9,0.9
7.91,7.91,NaN,9.1,42.0,0.91,0.91,7.91,7.91,NaN,9.1,42.0,0.91,0.91
7.92,7.92,NaN,9.2,42.0,0.92,,7.92,7.92,NaN,9.2,42.0,0.92,
7.93,7.93,NaN,9.3,42.0,0.93,0.93,7.93,7.93,NaN,9.3,42.0,0.93,0.93
7.94,7.94,NaN,9.4,42.0,0.94,0.94,7.94,7.94,NaN,9.4,42.0,0.94,0.94
7.95,7.95,NaN,9.5,42.0,0.95,,7.95,7.95,NaN,9.5,42.0,0.95,
7.96,7.96,NaN,9.6,42.0,0.96,0.96,7.96,7.96,NaN,9.6,42.0,0.96,0.96
7.97,7.97,NaN,9.7,42.0,0.97,0.97,7.97,7.97,NaN,9.7,42.0,0.97,0.97
7.98,7.98,NaN,9.8,42.0,0.98,,7.98,7.98,NaN,9.8,42.0,0.98,
7.99,7.99,NaN,9.9,42.0,0.99,0.99,7.99,7.99,NaN,9.9,42.0,0.99,0.99
8.0,8.0,NaN,0.0,42.0,0.0,0.0,8.0,8.0,NaN,0.0,42.0,0.0,0.0
8.01,8.01,NaN,0.1,42.0,0.01,,8.01,8.01,NaN,0.1,42.0,0.01,
8.02,8.02,NaN,0.2,42.0,0.02,0.02,8.02,8.02,NaN,0.2,42.0,0.02,0.02
8.03,8.03,NaN,0.3,42.0,0.03,0.03,8.03,8.03,NaN,0.3,42.0,0.03,0.03
8.04,8.04,NaN,0.4,42.0,0.04,,8.04,8.04,NaN,0.4,42.0,0.04,
8.05,8.05,NaN,0.5,42.0,0.05,0.05,8.05,8.05,NaN,0.5,42.0,0.05,0.05
8.06,8.06,NaN,0.6,42.0,0.06,0.06,8.06,8.06,NaN,0.6,42.0,0.06,0.06
8.07,8.07,NaN,0.7,42.0,0.07,,8.07,8.07,NaN,0.7,42.0,0.07,
8.08,8.08,NaN,0.8,42.0,0.08,0.08,8.08,8.08,NaN,0.8,42.0,0.08,0.08
8.09,8.09,NaN,0.9,42.0,0.09,0.09,8.09,8.09,NaN,0.9,42.0,0.09,0.09
8.1,8.1,NaN,1.0,42.0,0.1,,8.1,8.1,NaN,1.0,42.0,0.1,
8.11,8.11,NaN,1.1,42.0,0.11,0.11,8.11,8.11,NaN,1.1,42.0,0.11,0.11
8.12,8.12,NaN,1.2,42.0,0.12,0.12,8.12,8.12,NaN,1.2,42.0,0.12,0.12
8.13,8.13,NaN,1.3,42.0,0.13,,8.13,8.13,NaN,1.3,42.0,0.13,
8.14,8.14,NaN,1.4,42.0,0.14,0.14,8.14,8.14,NaN,1.4,42.0,0.14,0.14
8.15,8.15,NaN,1.5,42.0,0.15,0.15,8.15,8.15,NaN,1.5,42.0,0.15,0.15
8.16,8.16,NaN,1.6,42.0,0.16,,8.16,8.16,NaN,1.6,42.0,0.16,
8.17,8.17,NaN,1.7,42.0,0.17,0.17,8.17,8.17,NaN,1.7,42.0,0.17,0.17
8.18,8.18,NaN,1.8,42.0,0.18,0.18,8.18,8.18,NaN,1.8,42.0,0.18,0.18
8.19,8.19,NaN,1.9,42.0,0.19,,8.19,8.19,NaN,1.9,42.0,0.19,
8.2,8.2,NaN,2.0,42.0,0.2,0.2,8.2,8.2,NaN,2.0,42.0,0.2,0.2
8.21,8.21,NaN,2.1,42.0,0.21,0.21,8.21,8.21,NaN,2.1,42.0,0.21,0.21
8.22,8.22,NaN,2.2,42.0,0.22,,8.22,8.22,NaN,2.2,42.0,0.22,
8.23,8.23,NaN,2.3,42.0,0.23,0.23,8.23,8.23,NaN,2.3,42.0,0.23,0.23
8.24,8.24,NaN,2.4,42.0,0.24,0.24,8.24,8.24,NaN,2.4,42.0,0.24,0.24
8.25,8.25,NaN,2.5,42.0,0.25,,8.25,8.25,NaN,2.5,42.0,0.25,
8.26,8.26,NaN,2.6,42.0,0.26,0.26,8.26,8.26,NaN,2.6,42.0,0.26,0.26
8.27,8.27,NaN,2.7,42.0,0.27,0.27,8.27,8.27,NaN,2.7,42.0,0.27,0.27
8.28,8.28,NaN,2.8,42.0,0.28,,8.28,8.28,NaN,2.8,42.0,0.28,
8.29,8.29,NaN,2.9,42.0,0.29,0.29,8.29,8.29,NaN,2.9,42.0,0.29,0.29
8.3,8.3,NaN,3.0,42.0,0.3,0.3,8.3,8.3,NaN,3.0,42.0,0.3,0.3
8.31,8.31,NaN,3.1,42.0,0.31,,8.31,8.31,NaN,3.1,42.0,0.31,
8.32,8.32,NaN,3.2,42.0,0.32,0.32,8.32,8.32,NaN,3.2,42.0,0.32,0.32
8.33,8.33,NaN,3.3,42.0,0.33,0.33,8.33,8.33,NaN,3.3,42.0,0.33,0.33
8.34,8.34,NaN,3.4,42.0,0.34,,8.34,8.34,NaN,3.4,42.0,0.34,
8.35,8.35,NaN,3.5,42.0,0.35,0.35,8.35,8.35,NaN,3.5,42.0,0.35,0.35
8.36,8.36,NaN,3.6,42.0,0.36,0.36,8.36,8.36,NaN,3.6,42.0,0.36,0.36
8.37,8.37,NaN,3.7,42.0,0.37,,8.37,8.37,NaN,3.7,42.0,0.37,
8.38,8.38,NaN,3.8,42.0,0.38,0.38,8.38,8.38,NaN,3.8,42.0,0.38,0.38
8.39,8.39,NaN,3.9,42.0,0.39,0.39,8.39,8.39,NaN,3.9,42.0,0.39,0.39
8.4,8.4,NaN,4.0,42.0,0.4,,8.4,8.4,NaN,4.0,42.0,0.4,
8.41,8.41,NaN,4.1,42.0,0.41,0.41,8.41,8.41,NaN,4.1,42.0,0.41,0.41
8.42,8.42,NaN,4.2,42.0,0.42,0.42,8.42,8.42,NaN,4.2,42.0,0.42,0.42
8.43,8.43,NaN,4.3,42.0,0.43,,8.43,8.43,NaN,4.3,42.0,0.43,
8.44,8.44,NaN,4.4,42.0,0.44,0.44,8.44,8.44,NaN,4.4,42.0,0.44,0.44
8.45,8.45,NaN,4.5,42.0,0.45,0.45,8.45,8.45,NaN,4.5,42.0,0.45,0.45
8.46,8.46,NaN,4.6,42.0,0.46,,8.46,8.46,NaN,4.6,42.0,0.46,
8.47,8.47,NaN,4.7,42.0,0.47,0.47,8.47,8.47,NaN,4.7,42.0,0.47,0.47
8.48,8.48,NaN,4.8,42.0,0.48,0.48,8.48,8.48,NaN,4.8,42.0,0.48,0.48
8.49,8.49,NaN,4.9,42.0,0.49,,8.49,8.49,NaN,4.9,42.0,0.49,
8.5,8.5,NaN,5.0,42.0,0.5,0.5,8.5,8.5,NaN,5.0,42.0,0.5,0.5
8.51,8.51,NaN,5.1,42.0,0.51,0.51,8.51,8.51,NaN,5.1,42.0,0.51,0.51
8.52,8.52,NaN,5.2,42.0,0.52,,8.52,8.52,NaN,5.2,42.0,0.52,
8.53,8.53,NaN,5.3,42.0,0.53,0.53,8.53,8.53,NaN,5.3,42.0,0.53,0.53
8.54,8.54,NaN,5.4,42.0,0.54,0.54,8.54,8.54,NaN,5.4,42.0,0.54,0.54
8.55,8.55,NaN,5.5,42.0,0.55,,8.55,8.55,NaN,5.5,42.0,0.55,
8.56,8.56,NaN,5.6,42.0,0.56,0.56,8.56,8.56,NaN,5.6,42.0,0.56,0.56
8.57,8.57,NaN,5.7,42.0,0.57,0.57,8.57,8.57,NaN,5.7,42.0,0.57,0.57
8.58,8.58,NaN,5.8,42.0,0.58,,8.58,8.58,NaN,5.8,42.0,0.58,
8.59,8.59,NaN,5.9,42.0,0.59,0.59,8.59,8.59,NaN,5.9,42.0,0.59,0.59
8.6,8.6,NaN,6.0,42.0,0.6,0.6,8.6,8.6,NaN,6.0,42.0,0.6,0.6
8.61,8.61,NaN,6.1,42.0,0.61,,8.61,8.61,NaN,6.1,42.0,0.61,
8.62,8.62,NaN,6.2,42.0,0.62,0.62,8.62,8.62,NaN,6.2,42.0,0.62,0.62
8.63,8.63,NaN,6.3,42.0,0.63,0.63,8.63,8.63,NaN,6.3,42.0,0.63,0.63
8.64,8.64,NaN,6.4,42.0,0.64,,8.64,8.64,NaN,6.4,42.0,0.64,
8.65,8.65,NaN,6.5,42.0,0.65,0.65,8.65,8.65,NaN,6.5,42.0,0.65,0.65
8.66,8.66,NaN,6.6,42.0,0.66,0.66,8.66,8.66,NaN,6.6,42.0,0.66,0.66
8.67,8.67,NaN,6.7,42.0,0.67,,8.67,8.67,NaN,6.7,42.0,0.67,
8.68,8.68,NaN,6.8,42.0,0.68,0.68,8.68,8.68,NaN,6.8,42.0,0.68,0.68
8.69,8.69,NaN,6.9,42.0,0.69,0.69,8.69,8.69,NaN,6.9,42.0,0.69,0.69
8.7,8.7,NaN,7.0,42.0,0.7,,8.7,8.7,NaN,7.0,42.0,0.7,
8.71,8.71,NaN,7.1,42.0,0.71,0.71,8.71,8.71,NaN,7.1,42.0,0.71,0.71
8.72,8.72,NaN,7.2,42.0,0.72,0.72,8.72,8.72,NaN,7.2,42.0,0.72,0.72
8.73,8.73,NaN,7.3,42.0,0.73,,8.73,8.73,NaN,7.3,42.0,0.73,
8.74,8.74,NaN,7.4,42.0,0.74,0.74,8.74,8.74,NaN,7.4,42.0,0.74,0.74
8.75,8.75,NaN,7.5,42.0,0.75,0.75,8.75,8.75,NaN,7.5,42.0,0.75,0.75
8.76,8.76,NaN,7.6,42.0,0.76,,8.76,8.76,NaN,7.6,42.0,0.76,
8.77,8.77,NaN,7.7,42.0,0.77,0.77,8.77,8.77,NaN,7.7,42.0,0.77,0.77
8.78,8.78,NaN,7.8,42.0,0.78,0.78,8.78,8.78,NaN,7.8,42.0,0.78,0.78
8.79,8.79,NaN,7.9,42.0,0.79,,8.79,8.79,NaN,7.9,42.0,0.79,
8.8,8.8,NaN,8.0,42.0,0.8,0.8,8.8,8.8,NaN,8.0,42.0,0.8,0.8
8.81,8.81,NaN,8.1,42.0,0.81,0.81,8.81,8.81,NaN,8.1,42.0,0.81,0.81
8.82,8.82,NaN,8.2,42.0,0.82,,8.82,8.82,NaN,8.2,42.0,0.82,
8.83,8.83,NaN,8.3,42.0,0.83,0.83,8.83,8.83,NaN,8.3,42.0,0.83,0.83
8.84,8.84,NaN,8.4,42.0,0.84,0.84,8.84,8.84,NaN,8.4,42.0,0.84,0.84
8.85,8.85,NaN,8.5,42.0,0.85,,8.85,8.85,NaN,8.5,42.0,0.85,
8.86,8.86,NaN,8.6,42.0,0.86,0.86,8.86,8.86,NaN,8.6,42.0,0.86,0.86
8.87,8.87,NaN,8.7,42.0,0.87,0.87,8.87,8.87,NaN,8.7,42.0,0.87,0.87
8.88,8.88,NaN,8.8,42.0,0.88,,8.88,8.88,NaN,8.8,42.0,0.88,
8.89,8.89,NaN,8.9,42.0,0.89,0.89,8.89,8.89,NaN,8.9,42.0,0.89,0.89
8.9,8.9,NaN,9.0,42.0,0.9,0.9,8.9,8.9,NaN,9.0,42.0,0.9,0.9
8.91,8.91,NaN,9.1,42.0,0.91,,8.91,8.91,NaN,9.1,42.0,0.91,
8.92,8.92,NaN,9.2,42.0,0.92,0.92,8.92,8.92,NaN,9.2,42.0,0.92,0.92
8.93,8.93,NaN,9.3,42.0,0.93,0.93,8.93,8.93,NaN,9.3,42.0,0.93,0.93
8.94,8.94,NaN,9.4,42.0,0.94,,8.94,8.94,NaN,9.4,42.0,0.94,
8.95,8.95,NaN,9.5,42.0,0.95,0.95,8.95,8.95,NaN,9.5,42.0,0.95,0.95
8.96,8.96,NaN,9.6,42.0,0.96,0.96,8.96,8.96,NaN,9.6,42.0,0.96,0.96
8.97,8.97,NaN,9.7,42.0,0.97,,8.97,8.97,NaN,9.7,42.0,0.97,
8.98,8.98,NaN,9.8,42.0,0.98,0.98,8.98,8.98,NaN,9.8,42.0,0.98,0.98
8.99,8.99,NaN,9.9,42.0,0.99,0.99,8.99,8.99,NaN,9.9,42.0,0.99,0.99
9.0,9.0,NaN,0.0,42.0,0.0,,9.0,9.0,NaN,0.0,42.0,0.0,
9.01,9.01,NaN,0.1,42.0,0.01,0.01,9.01,9.01,NaN,0.1,42.0,0.01,0.01
9.02,9.02,NaN,0.2,42.0,0.02,0.02,9.02,9.02,NaN,0.2,42.0,0.02,0.02
9.03,9.03,NaN,0.3,42.0,0.03,,9.03,9.03,NaN,0.3,42.0,0.03,
9.04,9.04,NaN,0.4,42.0,0.04,0.04,9.04,9.04,NaN,0.4,42.0,0.04,0.04
9.05,9.05,NaN,0.5,42.0,0.05,0.05,9.05,9.05,NaN,0.5,42.0,0.05,0.05
9.06,9.06,NaN,0.6,42.0,0.06,,9.06,9.06,NaN,0.6,42.0,0.06,
9.07,9.07,NaN,0.7,42.0,0.07,0.07,9.07,9.07,NaN,0.7,42.0,0.07,0.07
9.08,9.08,NaN,0.8,42.0,0.08,0.08,9.08,9.08,NaN,0.8,42.0,0.08,0.08
9.09,9.09,NaN,0.9,42.0,0.09,,9.09,9.09,NaN,0.9,42.0,0.09,
9.1,9.1,NaN,1.0,42.0,0.1,0.1,9.1,9.1,NaN,1.0,42.0,0.1,0.1
9.11,9.11,NaN,1.1,42.0,0.11,0.11,9.11,9.11,NaN,1.1,42.0,0.11,0.11
9.12,9.12,NaN,1.2,42.0,0.12,,9.12,9.12,NaN,1.2,42.0,0.12,
9.13,9.13,NaN,1.3,42.0,0.13,0.13,9.13,9.13,NaN,1.3,42.0,0.13,0.13
9.14,9.14,NaN,1.4,42.0,0.14,0.14,9.14,9.14,NaN,1.4,42.0,0.14,0.14
9.15,9.15,NaN,1.5,42.0,0.15,,9.15,9.15,NaN,1.5,42.0,0.15,
9.16,9.16,NaN,1.6,42.0,0.16,0.16,9.16,9.16,NaN,1.6,42.0,0.16,0.16
9.17,9.17,NaN,1.7,42.0,0.17,0.17,9.17,9.17,NaN,1.7,42.0,0.17,0.17
9.18,9.18,NaN,1.8,42.0,0.18,,9.18,9.18,NaN,1.8,42.0,0.18,
9.19,9.19,NaN,1.9,42.0,0.19,0.19,9.19,9.19,NaN,1.9,42.0,0.19,0.19
9.2,9.2,NaN,2.0,42.0,0.2,0.2,9.2,9.2,NaN,2.0,42.0,0.2,0.2
9.21,9.21,NaN,2.1,42.0,0.21,,9.21,9.21,NaN,2.1,42.0,0.21,
9.22,9.22,NaN,2.2,42.0,0.22,0.22,9.22,9.22,NaN,2.2,42.0,0.22,0.22
9.23,9.23,NaN,2.3,42.0,0.23,0.23,9.23,9.23,NaN,2.3,42.0,0.23,0.23
9.24,9.24,NaN,2.4,42.0,0.24,,9.24,9.24,NaN,2.4,42.0,0.24,
9.25,9.25,NaN,2.5,42.0,0.25,0.25,9.25,9.25,NaN,2.5,42.0,0.25,0.25
9.26,9.26,NaN,2.6,42.0,0.26,0.26,9.26,9.26,NaN,2.6,42.0,0.26,0.26
9.27,9.27,NaN,2.7,42.0,0.27,,9.27,9.27,NaN,2.7,42.0,0.27,
9.28,9.28,NaN,2.8,42.0,0.28,0.28,9.28,9.28,NaN,2.8,42.0,0.28,0.28
9.29,9.29,NaN,2.9,42.0,0.29,0.29,9.29,9.29,NaN,2.9,42.0,0.29,0.29
9.3,9.3,NaN,3.0,42.0,0.3,,9.3,9.3,NaN,3.0,42.0,0.3,
9.31,9.31,NaN,3.1,42.0,0.31,0.31,9.31,9.31,NaN,3.1,42.0,0.31,0.31
9.32,9.32,NaN,3.2,42.0,0.32,0.32,9.32,9.32,NaN,3.2,42.0,0.32,0.32
9.33,9.33,NaN,3.3,42.0,0.33,,9.33,9.33,NaN,3.3,42.0,0.33,
9.34,9.34,NaN,3.4,42.0,0.34,0.34,9.34,9.34,NaN,3.4,42.0,0.34,0.34
9.35,9.35,NaN,3.5,42.0,0.35,0.35,9.35,9.35,NaN,3.5,42.0,0.35,0.35
9.36,9.36,NaN,3.6,42.0,0.36,,9.36,9.36,NaN,3.6,42.0,0.36,
9.37,9.37,NaN,3.7,42.0,0.37,0.37,9.37,9.37,NaN,3.7,42.0,0.37,0.37
9.38,9.38,NaN,3.8,42.0,0.38,0.38,9.38,9.38,NaN,3.8,42.0,0.38,0.38
9.39,9.39,NaN,3.9,42.0,0.39,,9.39,9.39,NaN,3.9,42.0,0.39,
9.4,9.4,NaN,4.0,42.0,0.4,0.4,9.4,9.4,NaN,4.0,42.0,0.4,0.4
9.41,9.41,NaN,4.1,42.0,0.41,0.41,9.41,9.41,NaN,4.1,42.0,0.41,0.41
9.42,9.42,NaN,4.2,42.0,0.42,,9.42,9.42,NaN,4.2,42.0,0.42,
9.43,9.43,NaN,4.3,42.0,0.43,0.43,9.43,9.43,NaN,4.3,42.0,0.43,0.43
9.44,9.44,NaN,4.4,42.0,0.44,0.44,9.44,9.44,NaN,4.4,42.0,0.44,0.44
9.45,9.45,NaN,4.5,42.0,0.45,,9.45,9.45,NaN,4.5,42.0,0.45,
9.46,9.46,NaN,4.6,42.0,0.46,0.46,9.46,9.46,NaN,4.6,42.0,0.46,0.46
9.47,9.47,NaN,4.7,42.0,0.47,0.47,9.47,9.47,NaN,4.7,42.0,0.47,0.47
9.48,9.48,NaN,4.8,42.0,0.48,,9.48,9.48,NaN,4.8,42.0,0.48,
9.49,9.49,NaN,4.9,42.0,0.49,0.49,9.49,9.49,NaN,4.9,42.0,0.49,0.49
9.5,9.5,NaN,5.0,42.0,0.5,0.5,9.5,9.5,NaN,5.0,42.0,0.5,0.5
9.51,9.51,NaN,5.1,42.0,0.51,,9.51,9.51,NaN,5.1,42.0,0.51,
9.52,9.52,NaN,5.2,42.0,0.52,0.52,9.52,9.52,NaN,5.2,42.0,0.52,0.52
9.53,9.53,NaN,5.3,42.0,0.53,0.53,9.53,9.53,NaN,5.3,42.0,0.53,0.53
9.54,9.54,NaN,5.4,42.0,0.54,,9.54,9.54,NaN,5.4,42.0,0.54,
9.55,9.55,NaN,5.5,42.0,0.55,0.55,9.55,9.55,NaN,5.5,42.0,0.55,0.55
9.56,9.56,NaN,5.6,42.0,0.56,0.56,9.56,9.56,NaN,5.6,42.0,0.56,0.56
9.57,9.57,NaN,5.7,42.0,0.57,,9.57,9.57,NaN,5.7,42.0,0.57,
9.58,9.58,NaN,5.8,42.0,0.58,0.58,9.58,9.58,NaN,5.8,42.0,0.58,0.58
9.59,9.59,NaN,5.9,42.0,0.59,0.59,9.59,9.59,NaN,5.9,42.0,0.59,0.59
9.6,9.6,NaN,6.0,42.0,0.6,,9.6,9.6,NaN,6.0,42.0,0.6,
9.61,9.61,NaN,6.1,42.0,0.61,0.61,9.61,9.61,NaN,6.1,42.0,0.61,0.61
9.62,9.62,NaN,6.2,42.0,0.62,0.62,9.62,9.62,NaN,6.2,42.0,0.62,0.62
9.63,9.63,NaN,6.3,42.0,0.63,,9.63,9.63,NaN,6.3,42.0,0.63,
9.64,9.64,NaN,6.4,42.0,0.64,0.64,9.64,9.64,NaN,6.4,42.0,0.64,0.64
9.65,9.65,NaN,6.5,42.0,0.65,0.65,9.65,9.65,NaN,6.5,42.0,0.65,0.65
9.66,9.66,NaN,6.6,42.0,0.66,,9.66,9.66,NaN,6.6,42.0,0.66,
9.67,9.67,NaN,6.7,42.0,0.67,0.67,9.67,9.67,NaN,6.7,42.0,0.67,0.67
9.68,9.68,NaN,6.8,42.0,0.68,0.68,9.68,9.68,NaN,6.8,42.0,0.68,0.68
9.69,9.69,NaN,6.9,42.0,0.69,,9.69,9.69,NaN,6.9,42.0,0.69,
9.7,9.7,NaN,7.0,42.0,0.7,0.7,9.7,9.7,NaN,7.0,42.0,0.7,0.7
9.71,9.71,NaN,7.1,42.0,0.71,0.71,9.71,9.71,NaN,7.1,42.0,0.71,0.71
9.72,9.72,NaN,7.2,42.0,0.72,,9.72,9.72,NaN,7.2,42.0,0.72,
9.73,9.73,NaN,7.3,42.0,0.73,0.73,9.73,9.73,NaN,7.3,42.0,0.73,0.73
9.74,9.74,NaN,7.4,42.0,0.74,0.74,9.74,9.74,NaN,7.4,42.0,0.74,0.74
9.75,9.75,NaN,7.5,42.0,0.75,,9.75,9.75,NaN,7.5,42.0,0.75,
9.76,9.76,NaN,7.6,42.0,0.76,0.76,9.76,9.76,NaN,7.6,42.0,0.76,0.76
9.77,9.77,NaN,7.7,42.0,0.77,0.77,9.77,9.77,NaN,7.7,42.0,0.77,0.77
9.78,9.78,NaN,7.8,42.0,0.78,,9.78,9.78,NaN,7.8,42.0,0.78,
9.79,9.79,NaN,7.9,42.0,0.79,0.79,9.79,9.79,NaN,7.9,42.0,0.79,0.79
9.8,9.8,NaN,8.0,42.0,0.8,0.8,9.8,9.8,NaN,8.0,42.0,0.8,0.8
9.81,9.81,NaN,8.1,42.0,0.81,,9.81,9.81,NaN,8.1,42.0,0.81,
9.82,9.82,NaN,8.2,42.0,0.82,0.82,9.82,9.82,NaN,8.2,42.0,0.82,0.82
9.83,9.83,NaN,8.3,42.0,0.83,0.83,9.83,9.83,NaN,8.3,42.0,0.83,0.83
9.84,9.84,NaN,8.4,42.0,0.84,,9.84,9.84,NaN,8.4,42.0,0.84,
9.85,9.85,NaN,8.5,42.0,0.85,0.85,9.85,9.85,NaN,8.5,42.0,0.85,0.85
9.86,9.86,NaN,8.6,42.0,0.86,0.86,9.86,9.86,NaN,8.6,42.0,0.86,0.86
9.87,9.87,NaN,8.7,42.0,0.87,,9.87,9.87,NaN,8.7,42.0,0.87,
9.88,9.88,NaN,8.8,42.0,0.88,0.88,9.88,9.88,NaN,8.8,42.0,0.88,0.88
9.89,9.89,NaN,8.9,42.0,0.89,0.89,9.89,9.89,NaN,8.9,42.0,0.89,0.89
9.9,9.9,NaN,9.0,42.0,0.9,,9.9,9.9,NaN,9.0,42.0,0.9,
9.91,9.91,NaN,9.1,42.0,0.91,0.91,9.91,9.91,NaN,9.1,42.0,0.91,0.91
9.92,9.92,NaN,9.2,42.0,0.92,0.92,9.92,9.92,NaN,9.2,42.0,0.92,0.92
9.93,9.93,NaN,9.3,42.0,0.93,,9.93,9.93,NaN,9.3,42.0,0.93,
9.94,9.94,NaN,9.4,42.0,0.94,0.94,9.94,9.94,NaN,9.4,42.0,0.94,0.94
9.95,9.95,NaN,9.5,42.0,0.95,0.95,9.95,9.95,NaN,9.5,42.0,0.95,0.95
9.96,9.96,NaN,9.6,42.0,0.96,,9.96,9.96,NaN,9.6,42.0,0.96,
9.97,9.97,NaN,9.7,42.0,0.97,0.97,9.97,9.97,NaN,9.7,42.0,0.97,0.97
9.98,9.98,NaN,9.8,42.0,0.98,0.98,9.98,9.98,NaN,9.8,42.0,0.98,0.98
9.99,9.99,NaN,9.9,42.0,0.99,,9.99,9.99,NaN,9.9,42.0,0.99,
0.0,0.0,NaN,0.0,42.0,0.0,0.0,0.0,0.0,NaN,0.0,42.0,0.0,0.0
0.01,0.01,NaN,0.1,42.0,0.01,0.01,0.01,0.01,NaN,0.1,42.0,0.01,0.01
0.02,0.02,NaN,0.2,42.0,0.02,,0.02,0.02,NaN,0.2,42.0,0.02,
0.03,0.03,NaN,0.3,42.0,0.03,0.03,0.03,0.03,NaN,0.3,42.0,0.03,0.03
0.04,0.04,NaN,0.4,42.0,0.04,0.04,0.04,0.04,NaN,0.4,42.0,0.04,0.04
0.05,0.05,NaN,0.5,42.0,0.05,,0.05,0.05,NaN,0.5,42.0,0.05,
0.06,0.06,NaN,0.6,42.0,0.06,0.06,0.06,0.06,NaN,0.6,42.0,0.06,0.06
0.07,0.07,NaN,0.7,42.0,0.07,0.07,0.07,0.07,NaN,0.7,42.0,0.07,0.07
0.08,0.08,NaN,0.8,42.0,0.08,,0.08,0.08,NaN,0.8,42.0,0.08,
0.09,0.09,NaN,0.9,42.0,0.09,0.09,0.09,0.09,NaN,0.9,42.0,0.09,0.09
0.1,0.1,NaN,1.0,42.0,0.1,0.1,0.1,0.1,NaN,1.0,42.0,0.1,0.1
0.11,0.11,NaN,1.1,42.0,0.11,,0.11,0.11,NaN,1.1,42.0,0.11,
0.12,0.12,NaN,1.2,42.0,0.12,0.12,0.12,0.12,NaN,1.2,42.0,0.12,0.12
0.13,0.13,NaN,1.3,42.0,0.13,0.13,0.13,0.13,NaN,1.3,42.0,0.13,0.13
0.14,0.14,NaN,1.4,42.0,0.14,,0.14,0.14,NaN,1.4,42.0,0.14,
0.15,0.15,NaN,1.5,42.0,0.15,0.15,0.15,0.15,NaN,1.5,42.0,0.15,0.15
0.16,0.16,NaN,1.6,42.0,0.16,0.16,0.16,0.16,NaN,1.6,42.0,0.16,0.16
0.17,0.17,NaN,1.7,42.0,0.17,,0.17,0.17,NaN,1.7,42.0,0.17,
0.18,0.18,NaN,1.8,42.0,0.18,0.18,0.18,0.18,NaN,1.8,42.0,0.18,0.18
0.19,0.19,NaN,1.9,42.0,0.19,0.19,0.19,0.19,NaN,1.9,42.0,0.19,0.19
0.2,0.2,NaN,2.0,42.0,0.2,,0.2,0.2,NaN,2.0,42.0,0.2,
